Symbol,Name,MarketCap,IPOyear,Sector,Industry,Date
RCON,"Recon Technology, Ltd.",15547574.98,2009,Energy,Oilfield Services/Equipment,31/10/17
REPH,"Recro Pharma, Inc.",165056170.6,2014,Health Care,Major Pharmaceuticals,31/10/17
RRGB,"Red Robin Gourmet Burgers, Inc.",900420225.3,2002,Consumer Services,Restaurants,31/10/17
RRR,"Red Rock Resorts, Inc.",2802191936,2016,Consumer Services,Hotels/Resorts,31/10/17
RDFN,Redfin Corporation,1871315356,2017,Finance,Real Estate,31/10/17
RDHL,Redhill Biopharma Ltd.,93905006.88,n/a,Health Care,Major Pharmaceuticals,31/10/17
REGN,"Regeneron Pharmaceuticals, Inc.",43848832696,1991,Health Care,Major Pharmaceuticals,31/10/17
RGNX,REGENXBIO Inc.,886687217,2015,Health Care,Biotechnology: Biological Products (No Diagnostic Substances),31/10/17
RGLS,Regulus Therapeutics Inc.,108975016.5,2012,Health Care,Major Pharmaceuticals,31/10/17
REIS,"Reis, Inc",210678475.5,n/a,Miscellaneous,Business Services,31/10/17
RELV,"Reliv&#39; International, Inc.",10462057.2,n/a,Health Care,Major Pharmaceuticals,31/10/17
MARK,"Remark Holdings, Inc.",84270357.84,n/a,Consumer Services,Telecommunications Equipment,31/10/17
RNST,Renasant Corporation,2116112100,n/a,Finance,Major Banks,31/10/17
REGI,"Renewable Energy Group, Inc.",468142683.8,2012,Basic Industries,Major Chemicals,31/10/17
RCII,Rent-A-Center Inc.,507434316.5,1995,Technology,Diversified Commercial Services,31/10/17
RGEN,Repligen Corporation,1641068211,1986,Health Care,Biotechnology: Biological Products (No Diagnostic Substances),31/10/17
RPRX,Repros Therapeutics Inc.,20071550.76,n/a,Health Care,Biotechnology: Biological Products (No Diagnostic Substances),31/10/17
RBCAA,"Republic Bancorp, Inc.",851647532.9,1998,Finance,Major Banks,31/10/17
FRBK,"Republic First Bancorp, Inc.",535529881.6,n/a,Finance,Major Banks,31/10/17
RSAS,RESAAS Services Inc.,0,n/a,n/a,n/a,31/10/17
REFR,Research Frontiers Incorporated,26207792.14,n/a,Miscellaneous,Multi-Sector Companies,31/10/17
RSLS,ReShape Lifesciences Inc.,32998151.55,n/a,Health Care,Biotechnology: Electromedical & Electrotherapeutic Apparatus,31/10/17
RESN,Resonant Inc.,74642299.47,2014,Technology,Semiconductors,31/10/17
RECN,"Resources Connection, Inc.",469997112,2000,Miscellaneous,Business Services,31/10/17
HAIR,"Restoration Robotics, Inc.",205783437.6,2017,Health Care,Medical/Dental Instruments,31/10/17
ROIC,Retail Opportunity Investments Corp.,2015743701,n/a,Consumer Services,Real Estate Investment Trusts,31/10/17
RTRX,"Retrophin, Inc.",936989225.1,n/a,Health Care,Major Pharmaceuticals,31/10/17
RVNC,"Revance Therapeutics, Inc.",805921792.4,2014,Health Care,Major Pharmaceuticals,31/10/17
RVEN,"Reven Housing REIT, Inc.",47551730.75,n/a,Consumer Services,Real Estate Investment Trusts,31/10/17
RBIO,"rEVO Biologics, Inc.",0,n/a,n/a,n/a,31/10/17
RVLT,"Revolution Lighting Technologies, Inc.",114407249.3,n/a,Consumer Durables,Building Products,31/10/17
RWLK,ReWalk Robotics Ltd,29358675.45,2014,Health Care,Industrial Specialties,31/10/17
REXX,Rex Energy Corporation,18711378.68,2007,Energy,Oil & Gas Production,31/10/17
RFIL,"RF Industries, Ltd.",23015839.6,n/a,Capital Goods,Electrical Products,31/10/17
RGCO,RGC Resources Inc.,211188474.4,n/a,Public Utilities,Oil & Gas Production,31/10/17
RYTM,"Rhythm Pharmaceuticals, Inc.",618474900.5,2017,Health Care,Major Pharmaceuticals,31/10/17
RIBT,RiceBran Technologies,20807013.25,n/a,Consumer Non-Durables,Packaged Foods,31/10/17
RIBTW,RiceBran Technologies,0,n/a,Consumer Non-Durables,Packaged Foods,31/10/17
RELL,"Richardson Electronics, Ltd.",85702583.21,1983,Consumer Non-Durables,Electronic Components,31/10/17
RIGL,"Rigel Pharmaceuticals, Inc.",554694552.4,2000,Health Care,Major Pharmaceuticals,31/10/17
RNET,"RigNet, Inc.",323498027.8,2010,Consumer Services,Telecommunications Equipment,31/10/17
RMNI,"Rimini Street, Inc.",579949880.4,2015,Consumer Durables,Home Furnishings,31/10/17
RMNIU,"Rimini Street, Inc.",0,2015,Consumer Durables,Home Furnishings,31/10/17
RMNIW,"Rimini Street, Inc.",0,2015,Consumer Durables,Home Furnishings,31/10/17
RIOT,"Riot Blockchain, Inc",37341080.29,n/a,Health Care,Biotechnology: In Vitro & In Vivo Diagnostic Substances,31/10/17
REDU,RISE Education Cayman Ltd,151140000,2017,Consumer Services,Other Consumer Services,31/10/17
RTTR,"Ritter Pharmaceuticals, Inc.",17996880.17,2015,Health Care,Major Pharmaceuticals,31/10/17
RVSB,Riverview Bancorp Inc,195763114.7,n/a,Finance,Savings Institutions,31/10/17
RLJE,"RLJ Entertainment, Inc.",44067413,n/a,Consumer Services,Movies/Entertainment,31/10/17
RMGN,RMG Networks Holding Corporation,18071258.76,n/a,Miscellaneous,Business Services,31/10/17
ROBO,ROBO Global Robotics and Automation Index ETF,184644000,n/a,n/a,n/a,31/10/17
RMTI,"Rockwell Medical, Inc.",311992441.2,1998,Health Care,Biotechnology: Electromedical & Electrotherapeutic Apparatus,31/10/17
RCKY,"Rocky Brands, Inc.",131776871,1993,Consumer Non-Durables,Shoe Manufacturing,31/10/17
RMCF,"Rocky Mountain Chocolate Factory, Inc.",67299170.4,n/a,Consumer Non-Durables,Specialty Foods,31/10/17
ROKA,"Roka Bioscience, Inc.",6159522.66,2014,Capital Goods,Biotechnology: Laboratory Analytical Instruments,31/10/17
ROKU,"Roku, Inc.",1780324221,2017,Consumer Services,Television Services,31/10/17
RTNB,"root9B Holdings, Inc. ",3658334.918,n/a,Consumer Services,Professional Services,31/10/17
ROSE,Rosehill Resources Inc.,327652622.9,2016,Energy,Oil & Gas Production,31/10/17
ROSEU,Rosehill Resources Inc.,0,2016,Energy,Oil & Gas Production,31/10/17
ROSEW,Rosehill Resources Inc.,0,2016,Energy,Oil & Gas Production,31/10/17
ROSG,Rosetta Genomics Ltd.,4280681.68,2007,Health Care,Major Pharmaceuticals,31/10/17
ROST,"Ross Stores, Inc.",24608486673,1985,Consumer Services,Clothing/Shoe/Accessory Stores,31/10/17
RBPAA,"Royal Bancshares of Pennsylvania, Inc.",134733305.1,n/a,Finance,Major Banks,31/10/17
RGLD,"Royal Gold, Inc.",5546340291,n/a,Basic Industries,Precious Metals,31/10/17
RPXC,RPX Corporation,678647577.5,2011,Miscellaneous,Multi-Sector Companies,31/10/17
RTIX,"RTI Surgical, Inc.",273741832.4,2000,Health Care,Industrial Specialties,31/10/17
RBCN,"Rubicon Technology, Inc.",20704801.6,2007,Technology,Semiconductors,31/10/17
RMBL,"RumbleOn, Inc.",45283805.32,n/a,Technology,EDP Services,31/10/17
RUSHA,"Rush Enterprises, Inc.",2039709069,n/a,Consumer Durables,Automotive Aftermarket,31/10/17
RUSHB,"Rush Enterprises, Inc.",1920755877,n/a,Consumer Durables,Automotive Aftermarket,31/10/17
RUTH,"Ruth&#39;s Hospitality Group, Inc.",666803803.6,2005,Consumer Services,Restaurants,31/10/17
RXII,RXi Pharmaceuticals Corporation,13178089.66,n/a,Health Care,Major Pharmaceuticals,31/10/17
RXIIW,RXi Pharmaceuticals Corporation,0,n/a,Health Care,Major Pharmaceuticals,31/10/17
RYAAY,Ryanair Holdings plc,10468740426,1997,Transportation,Air Freight/Delivery Services,31/10/17
STBA,"S&T Bancorp, Inc.",1467027312,n/a,Finance,Major Banks,31/10/17
SANW,S&W Seed Company,0,n/a,Consumer Non-Durables,Farming/Seeds/Milling,31/10/17
SCAC,Saban Capital Acquisition Corp.,315246713.2,2016,Finance,Business Services,31/10/17
SCACU,Saban Capital Acquisition Corp.,0,2016,Finance,Business Services,31/10/17
SCACW,Saban Capital Acquisition Corp.,0,2016,Finance,Business Services,31/10/17
SBRA,"Sabra Healthcare REIT, Inc.",3676075115,n/a,Consumer Services,Real Estate Investment Trusts,31/10/17
SBRAP,"Sabra Healthcare REIT, Inc.",147085000,n/a,Consumer Services,Real Estate Investment Trusts,31/10/17
SABR,Sabre Corporation,5058011744,2014,Technology,"Computer Software: Programming, Data Processing",31/10/17
SAEX,"SAExploration Holdings, Inc.",18283595.96,n/a,Energy,Oil & Gas Production,31/10/17
SAFT,"Safety Insurance Group, Inc.",1241188880,2002,Finance,Property-Casualty Insurers,31/10/17
SAGE,"Sage Therapeutics, Inc.",2403343182,2014,Health Care,Major Pharmaceuticals,31/10/17
SAIA,"Saia, Inc.",1687361454,n/a,Transportation,Trucking Freight/Courier Services,31/10/17
SALM,"Salem Media Group, Inc.",167160921.6,1999,Consumer Services,Broadcasting,31/10/17
SAL,"Salisbury Bancorp, Inc.",130619595.4,n/a,Finance,Savings Institutions,31/10/17
SAFM,"Sanderson Farms, Inc.",3340245815,1987,Consumer Non-Durables,Meat/Poultry/Fish,31/10/17
SASR,"Sandy Spring Bancorp, Inc.",993921029.1,n/a,Finance,Major Banks,31/10/17
SGMO,"Sangamo Therapeutics, Inc.",1036774391,2000,Health Care,Biotechnology: Biological Products (No Diagnostic Substances),31/10/17
SANM,Sanmina Corporation,2943279060,1993,Technology,Electrical Products,31/10/17
GCVRZ,Sanofi,0,n/a,Health Care,Major Pharmaceuticals,31/10/17
SPNS,Sapiens International Corporation N.V.,680618999.9,1992,Technology,Computer Software: Prepackaged Software,31/10/17
SRPT,"Sarepta Therapeutics, Inc.",3074441047,n/a,Health Care,Major Pharmaceuticals,31/10/17
SVRA,"Savara, Inc.",208149790.4,n/a,Health Care,Major Pharmaceuticals,31/10/17
SBFG,"SB Financial Group, Inc.",84399757.53,n/a,Finance,Major Banks,31/10/17
SBFGP,"SB Financial Group, Inc.",0,n/a,Finance,Major Banks,31/10/17
SBAC,SBA Communications Corporation,17658884825,1999,Consumer Services,Real Estate Investment Trusts,31/10/17
SCSC,"ScanSource, Inc.",1119432352,n/a,Technology,Retail: Computer Software & Peripheral Equipment,31/10/17
SMIT,"Schmitt Industries, Inc.",6111356.809,n/a,Capital Goods,Industrial Machinery/Components,31/10/17
SCHN,"Schnitzer Steel Industries, Inc.",799698914,1993,Consumer Durables,Industrial Specialties,31/10/17
SCHL,Scholastic Corporation,1340379980,1992,Consumer Services,Books,31/10/17
SGMS,Scientific Games Corp,4123297170,n/a,Technology,EDP Services,31/10/17
SNI,"Scripps Networks Interactive, Inc",10834959334,n/a,Consumer Services,Television Services,31/10/17
SCYX,"SCYNEXIS, Inc.",50772774.7,2014,Health Care,Major Pharmaceuticals,31/10/17
SEAC,"SeaChange International, Inc.",92265895.8,1996,Technology,Radio And Television Broadcasting And Communications Equipment,31/10/17
SBCF,Seacoast Banking Corporation of Florida,1100846882,n/a,Finance,Major Banks,31/10/17
STX,Seagate Technology PLC,10621028992,2002,Technology,Electronic Components,31/10/17
SHIP,Seanergy Maritime Holdings Corp,35611110.2,n/a,Transportation,Marine Transportation,31/10/17
SHIPW,Seanergy Maritime Holdings Corp,0,n/a,Transportation,Marine Transportation,31/10/17
SHLD,Sears Holdings Corporation,617811067.3,n/a,Consumer Services,Department/Specialty Retail Stores,31/10/17
SHLDW,Sears Holdings Corporation,0,n/a,Consumer Services,Department/Specialty Retail Stores,31/10/17
SHOS,"Sears Hometown and Outlet Stores, Inc.",39728731,n/a,Consumer Services,Department/Specialty Retail Stores,31/10/17
SPNE,SeaSpine Holdings Corporation,127900202.8,n/a,Health Care,Medical/Dental Instruments,31/10/17
SGEN,"Seattle Genetics, Inc.",8972096883,2001,Health Care,Biotechnology: Biological Products (No Diagnostic Substances),31/10/17
EYES,"Second Sight Medical Products, Inc.",62473924.7,2014,Health Care,Biotechnology: Electromedical & Electrotherapeutic Apparatus,31/10/17
EYESW,"Second Sight Medical Products, Inc.",0,n/a,Health Care,Biotechnology: Electromedical & Electrotherapeutic Apparatus,31/10/17
SECO,Secoo Holding Limited,60350000,2017,Consumer Services,Other Specialty Stores,31/10/17
SCWX,SecureWorks Corp.,845609663.4,2016,Technology,Computer Software: Prepackaged Software,31/10/17
SNFCA,Security National Financial Corporation,87829332.75,n/a,Finance,Finance: Consumer Services,31/10/17
SEIC,SEI Investments Company,10190032178,1981,Finance,Investment Bankers/Brokers/Service,31/10/17
SLCT,"Select Bancorp, Inc.",136685918.1,n/a,Finance,Major Banks,31/10/17
SCSS,Select Comfort Corporation,1327167270,1998,Consumer Durables,Home Furnishings,31/10/17
SIR,Select Income REIT,2151095660,n/a,Consumer Services,Real Estate Investment Trusts,31/10/17
SELB,"Selecta Biosciences, Inc.",463120450.4,2016,Health Care,Major Pharmaceuticals,31/10/17
SIGI,"Selective Insurance Group, Inc.",3455159870,n/a,Finance,Property-Casualty Insurers,31/10/17
LEDS,SemiLEDS Corporation,7371343.2,2010,Technology,Semiconductors,31/10/17
SMTC,Semtech Corporation,2671116738,n/a,Technology,Semiconductors,31/10/17
SENEA,Seneca Foods Corp.,359381044,n/a,Consumer Non-Durables,Packaged Foods,31/10/17
SENEB,Seneca Foods Corp.,347073474,n/a,Consumer Non-Durables,Packaged Foods,31/10/17
SNES,"SenesTech, Inc.",27361260.6,2016,Basic Industries,Agricultural Chemicals,31/10/17
SNH,Senior Housing Properties Trust,4409094353,n/a,Consumer Services,Real Estate Investment Trusts,31/10/17
SNHNI,Senior Housing Properties Trust,0,n/a,Consumer Services,Real Estate Investment Trusts,31/10/17
SNHNL,Senior Housing Properties Trust,0,n/a,Consumer Services,Real Estate Investment Trusts,31/10/17
SNMX,"Senomyx, Inc.",41774513.65,2004,Health Care,Biotechnology: Commercial Physical & Biological Resarch,31/10/17
SRTS,"Sensus Healthcare, Inc.",80932284,2016,Health Care,Medical/Dental Instruments,31/10/17
SRTSW,"Sensus Healthcare, Inc.",0,2016,Health Care,Medical/Dental Instruments,31/10/17
SQBG,"Sequential Brands Group, Inc.",161554923.5,n/a,Consumer Non-Durables,Apparel,31/10/17
MCRB,"Seres Therapeutics, Inc.",394998230.3,2015,Health Care,Major Pharmaceuticals,31/10/17
SREV,"ServiceSource International, Inc.",313054355.3,2011,Miscellaneous,Business Services,31/10/17
SFBS,"ServisFirst Bancshares, Inc.",2205683708,2014,Finance,Major Banks,31/10/17
SSC,"Seven Stars Cloud Group, Inc.",118712514.6,n/a,Consumer Services,Television Services,31/10/17
SVBI,Severn Bancorp Inc,84961387,n/a,Finance,Major Banks,31/10/17
SGBX,"SG Blocks, Inc.",25117210.86,2017,Consumer Services,RETAIL: Building Materials,31/10/17
SGOC,"SGOCO Group, Ltd",11852184.24,2010,Technology,Radio And Television Broadcasting And Communications Equipment,31/10/17
SMED,Sharps Compliance Corp,67555498.64,n/a,Basic Industries,Environmental Services,31/10/17
SHSP,"SharpSpring, Inc.",37735830,n/a,Technology,Computer Software: Prepackaged Software,31/10/17
SHEN,Shenandoah Telecommunications Co,1965009040,n/a,Public Utilities,Telecommunications Equipment,31/10/17
PIXY,"ShiftPixy, Inc.",90763321.5,2017,Technology,Diversified Commercial Services,31/10/17
SHLO,"Shiloh Industries, Inc.",223838306.6,1993,Capital Goods,Industrial Specialties,31/10/17
SCCI,"Shimmick Construction Company, Inc.",0,n/a,n/a,n/a,31/10/17
TYHT,"Shineco, Inc.",76564022.08,2016,Consumer Non-Durables,Farming/Seeds/Milling,31/10/17
SHPG,Shire plc,10362501319,n/a,Health Care,Major Pharmaceuticals,31/10/17
SCVL,"Shoe Carnival, Inc.",360989300.5,1993,Consumer Services,Clothing/Shoe/Accessory Stores,31/10/17
SHBI,Shore Bancshares Inc,214025759.3,n/a,Finance,Major Banks,31/10/17
SSTI,"ShotSpotter, Inc.",145803247.3,2017,Technology,Computer Software: Prepackaged Software,31/10/17
SFLY,"Shutterfly, Inc.",1372924280,2006,Miscellaneous,Other Consumer Services,31/10/17
SIFI,"SI Financial Group, Inc.",186535636.3,n/a,Finance,Savings Institutions,31/10/17
SIEB,Siebert Financial Corp.,84146538.57,n/a,Finance,Investment Bankers/Brokers/Service,31/10/17
SNNA,"Sienna Biopharmaceuticals, Inc.",374079028.8,2017,Health Care,Major Pharmaceuticals,31/10/17
SIEN,"Sientra, Inc.",280914725.7,2014,Health Care,Industrial Specialties,31/10/17
BSRR,Sierra Bancorp,410342028.8,n/a,Finance,Major Banks,31/10/17
SRRA,"Sierra Oncology, Inc.",112377152.5,2015,Health Care,Major Pharmaceuticals,31/10/17
SWIR,"Sierra Wireless, Inc.",715276274.4,n/a,Technology,Radio And Television Broadcasting And Communications Equipment,31/10/17
SIFY,Sify Technologies Limited,35638130.5,n/a,Technology,"Computer Software: Programming, Data Processing",31/10/17
SIGM,"Sigma Designs, Inc.",233020535.6,1986,Technology,Semiconductors,31/10/17
SGLB,"Sigma Labs, Inc.",7672506.152,n/a,Consumer Durables,Miscellaneous manufacturing industries,31/10/17
SGLBW,"Sigma Labs, Inc.",0,n/a,Consumer Durables,Miscellaneous manufacturing industries,31/10/17
SGMA,"SigmaTron International, Inc.",39487266.2,1994,Technology,Electrical Products,31/10/17
SBNY,Signature Bank,7273561707,2004,Finance,Major Banks,31/10/17
SBNYW,Signature Bank,0,n/a,Finance,Major Banks,31/10/17
SLGN,Silgan Holdings Inc.,3252104596,1997,Consumer Durables,Containers/Packaging,31/10/17
SILC,Silicom Ltd,523271567.3,n/a,Technology,Computer Communications Equipment,31/10/17
SLAB,"Silicon Laboratories, Inc.",3995152877,2000,Technology,Semiconductors,31/10/17
SIMO,Silicon Motion Technology Corporation,1685531066,2005,Technology,Semiconductors,31/10/17
SPIL,"Siliconware Precision Industries Company, Ltd.",291335701.4,n/a,Technology,Semiconductors,31/10/17
SRUN,Silver Run Acquisition Corporation II,1293750000,2017,Finance,Business Services,31/10/17
SRUNU,Silver Run Acquisition Corporation II,0,2017,Finance,Business Services,31/10/17
SRUNW,Silver Run Acquisition Corporation II,0,2017,Finance,Business Services,31/10/17
SAMG,Silvercrest Asset Management Group Inc.,205413020.2,2013,Finance,Investment Managers,31/10/17
SSNT,"SilverSun Technologies, Inc.",18498400.36,n/a,Miscellaneous,Business Services,31/10/17
SFNC,Simmons First National Corporation,2734753399,n/a,Finance,Major Banks,31/10/17
SLP,"Simulations Plus, Inc.",287135010.9,n/a,Technology,EDP Services,31/10/17
SINA,Sina Corporation,7509039300,n/a,Technology,Computer Software: Prepackaged Software,31/10/17
SBGI,"Sinclair Broadcast Group, Inc.",3183715748,1995,Consumer Services,Broadcasting,31/10/17
SINO,"Sino-Global Shipping America, Ltd.",28295498,n/a,Transportation,Oil Refining/Marketing,31/10/17
SVA,"Sinovac Biotech, Ltd.",400275212.2,n/a,Health Care,Major Pharmaceuticals,31/10/17
SIRI,Sirius XM Holdings Inc.,25556106734,n/a,Consumer Services,Broadcasting,31/10/17
SRVA,"SIRVA, Inc.",0,n/a,n/a,n/a,31/10/17
SITO,"SITO Mobile, Ltd.",173281981.2,n/a,Miscellaneous,Business Services,31/10/17
SKYS,"Sky Solar Holdings, Ltd.",25954084.13,2014,Public Utilities,Electric Utilities: Central,31/10/17
SKLN,Skyline Medical Inc.,11773685.53,n/a,Health Care,Industrial Specialties,31/10/17
SKYW,"SkyWest, Inc.",2366534666,1986,Transportation,Air Freight/Delivery Services,31/10/17
SWKS,"Skyworks Solutions, Inc.",19827398076,n/a,Technology,Semiconductors,31/10/17
SLM,SLM Corporation,4664408371,n/a,Finance,Finance: Consumer Services,31/10/17
SLMBP,SLM Corporation,271960000,n/a,Finance,Finance: Consumer Services,31/10/17
RNSC,Small Cap US Equity Select ETF,2110042.2,n/a,n/a,n/a,31/10/17
SGH,"SMART Global Holdings, Inc.",661779812,2017,Technology,Semiconductors,31/10/17
SND,"Smart Sand, Inc.",287857229.8,2016,Basic Industries,Mining & Quarrying of Nonmetallic Minerals (No Fuels),31/10/17
SMBK,"SmartFinancial, Inc.",199377704.3,n/a,Finance,Major Banks,31/10/17
SMSI,"Smith Micro Software, Inc.",25591662.22,1995,Technology,Computer Software: Prepackaged Software,31/10/17
SMTX,SMTC Corporation,24060031.71,2000,Technology,Electrical Products,31/10/17
LNCE,"Snyder&#39;s-Lance, Inc.",3672644368,n/a,Consumer Non-Durables,Specialty Foods,31/10/17
SRAX,"Social Reality, Inc.",30976565.62,n/a,Technology,Advertising,31/10/17
SCKT,"Socket Mobile, Inc.",26667377.98,n/a,Technology,Computer Manufacturing,31/10/17
SODA,SodaStream International Ltd.,1398644120,2010,Consumer Durables,Consumer Electronics/Appliances,31/10/17
SOHU,Sohu.com Inc.,2266336636,n/a,Technology,EDP Services,31/10/17
SLRC,Solar Capital Ltd.,909030367.3,2010,n/a,n/a,31/10/17
SUNS,Solar Senior Capital Ltd.,282334068.4,n/a,n/a,n/a,31/10/17
SEDG,"SolarEdge Technologies, Inc.",1353010181,2015,Technology,Semiconductors,31/10/17
SLNO,"Soleno Therapeutics, Inc.",19864000,2014,Health Care,Biotechnology: Electromedical & Electrotherapeutic Apparatus,31/10/17
SLNOW,"Soleno Therapeutics, Inc.",0,2014,Health Care,Biotechnology: Electromedical & Electrotherapeutic Apparatus,31/10/17
SNGX,"Soligenix, Inc.",11617974.2,n/a,Health Care,Major Pharmaceuticals,31/10/17
SNGXW,"Soligenix, Inc.",0,n/a,Health Care,Major Pharmaceuticals,31/10/17
SONC,Sonic Corp.,1077426048,1991,Consumer Services,Restaurants,31/10/17
SOFO,"Sonic Foundry, Inc.",14975565.54,n/a,Technology,Radio And Television Broadcasting And Communications Equipment,31/10/17
SNOA,"Sonoma Pharmaceuticals, Inc.",18696990.22,n/a,Health Care,Major Pharmaceuticals,31/10/17
SNOAW,"Sonoma Pharmaceuticals, Inc.",0,n/a,Health Care,Major Pharmaceuticals,31/10/17
SONS,"Sonus Networks, Inc.",422483346.3,n/a,Technology,EDP Services,31/10/17
SPHS,"Sophiris Bio, Inc.",65943425.07,2013,n/a,n/a,31/10/17
SORL,"SORL Auto Parts, Inc.",88995685.81,n/a,Capital Goods,Auto Parts:O.E.M.,31/10/17
SRNE,"Sorrento Therapeutics, Inc.",194340559.1,n/a,Health Care,Biotechnology: Commercial Physical & Biological Resarch,31/10/17
SOHO,Sotherly Hotels Inc.,81785007.2,n/a,Consumer Services,Real Estate Investment Trusts,31/10/17
SOHOB,Sotherly Hotels Inc.,0,n/a,Consumer Services,Real Estate Investment Trusts,31/10/17
SOHOO,Sotherly Hotels Inc.,0,n/a,Consumer Services,Real Estate Investment Trusts,31/10/17
SOHOM,Sotherly Hotels LP,0,n/a,Consumer Services,Hotels/Resorts,31/10/17
SFBC,"Sound Financial Bancorp, Inc.",84739119.2,n/a,Finance,Savings Institutions,31/10/17
SSB,South State Corporation,2705768264,n/a,Finance,Major Banks,31/10/17
SFST,"Southern First Bancshares, Inc.",294223800,n/a,Finance,Major Banks,31/10/17
SMBC,"Southern Missouri Bancorp, Inc.",330337907.4,n/a,Finance,Banks,31/10/17
SONA,"Southern National Bancorp of Virginia, Inc.",400737516.3,n/a,Finance,Major Banks,31/10/17
SBSI,"Southside Bancshares, Inc.",1075783118,n/a,Finance,Major Banks,31/10/17
SP,SP Plus Corporation,901427097.2,n/a,Consumer Services,Rental/Leasing Companies,31/10/17
SGRP,"SPAR Group, Inc.",21632108.4,n/a,Miscellaneous,Business Services,31/10/17
SPKE,"Spark Energy, Inc.",491756820.4,2014,Public Utilities,Power Generation,31/10/17
SPKEP,"Spark Energy, Inc.",0,n/a,Public Utilities,Power Generation,31/10/17
ONCE,"Spark Therapeutics, Inc.",3105329679,2015,Health Care,Biotechnology: Biological Products (No Diagnostic Substances),31/10/17
SPAR,"Spartan Motors, Inc.",573784889,n/a,Capital Goods,Auto Manufacturing,31/10/17
SPTN,SpartanNash Company,929528913.6,n/a,Consumer Non-Durables,Food Distributors,31/10/17
DWFI,SPDR Dorsey Wright Fixed Income Allocation ETF,96375750,n/a,n/a,n/a,31/10/17
SPPI,"Spectrum Pharmaceuticals, Inc.",1820764669,n/a,Health Care,Major Pharmaceuticals,31/10/17
ANY,Sphere 3D Corp.,14974704.22,n/a,Technology,EDP Services,31/10/17
SPEX,Spherix Incorporated,8597259.24,n/a,Miscellaneous,Multi-Sector Companies,31/10/17
SPI,"SPI Energy Co., Ltd.",81812309.43,n/a,Technology,Semiconductors,31/10/17
SAVE,"Spirit Airlines, Inc.",2562492522,2011,Transportation,Air Freight/Delivery Services,31/10/17
SPLK,Splunk Inc.,9330344297,2012,Technology,Computer Software: Prepackaged Software,31/10/17
SPOK,"Spok Holdings, Inc.",357593992.2,n/a,Public Utilities,Telecommunications Equipment,31/10/17
SPWH,"Sportsman&#39;s Warehouse Holdings, Inc.",174148703.1,2014,Consumer Services,Other Specialty Stores,31/10/17
SBPH,"Spring Bank Pharmaceuticals, Inc.",201628963.4,2016,Health Care,Major Pharmaceuticals,31/10/17
FUND,"Sprott Focus Trust, Inc.",193531234.4,n/a,Consumer Services,Miscellaneous,31/10/17
SFM,"Sprouts Farmers Market, Inc.",2430898873,2013,Consumer Services,Food Chains,31/10/17
SPSC,"SPS Commerce, Inc.",839045949.8,2010,Technology,Computer Software: Prepackaged Software,31/10/17
SSNC,"SS&C Technologies Holdings, Inc.",8342399892,2010,Technology,Computer Software: Prepackaged Software,31/10/17
SSRM,SSR Mining Inc.,1161090892,n/a,Basic Industries,Precious Metals,31/10/17
STAA,STAAR Surgical Company,552913037.2,n/a,Health Care,Ophthalmic Goods,31/10/17
STAF,"Staffing 360 Solutions, Inc.",11442731.3,1996,Technology,Professional Services,31/10/17
STMP,Stamps.com Inc.,3723358937,1999,Miscellaneous,Business Services,31/10/17
STLY,"Stanley Furniture Company, Inc.",16440830.79,n/a,Consumer Durables,Home Furnishings,31/10/17
SBLK,Star Bulk Carriers Corp.,666496684.3,n/a,Transportation,Marine Transportation,31/10/17
SBLKL,Star Bulk Carriers Corp.,0,n/a,Transportation,Marine Transportation,31/10/17
SBUX,Starbucks Corporation,79241232000,1992,Consumer Services,Restaurants,31/10/17
STFC,State Auto Financial Corporation,1107690330,1991,Finance,Property-Casualty Insurers,31/10/17
STBZ,State Bank Financial Corporation.,1147966023,n/a,Finance,Major Banks,31/10/17
SNC,"State National Companies, Inc.",886066516.6,n/a,Finance,Property-Casualty Insurers,31/10/17
STDY,SteadyMed Ltd.,84315465.1,2015,Health Care,Major Pharmaceuticals,31/10/17
GASS,"StealthGas, Inc.",139113364.9,2005,Transportation,Marine Transportation,31/10/17
STLD,"Steel Dynamics, Inc.",9275884038,1996,Basic Industries,Steel/Iron Ore,31/10/17
SMRT,"Stein Mart, Inc.",54629409.9,1992,Consumer Services,Clothing/Shoe/Accessory Stores,31/10/17
STLR,Stellar Acquisition III Inc.,92174110.71,2016,Finance,Business Services,31/10/17
STLRU,Stellar Acquisition III Inc.,0,2016,Finance,Business Services,31/10/17
STLRW,Stellar Acquisition III Inc.,0,2016,Finance,Business Services,31/10/17
SBOT,"Stellar Biotechnologies, Inc.",12307460.31,n/a,Health Care,Major Pharmaceuticals,31/10/17
STML,"Stemline Therapeutics, Inc.",273024259.2,2013,Health Care,Major Pharmaceuticals,31/10/17
SRCL,"Stericycle, Inc.",6059046635,1996,Basic Industries,Environmental Services,31/10/17
SRCLP,"Stericycle, Inc.",0,n/a,Basic Industries,Environmental Services,31/10/17
STRL,Sterling Construction Company Inc,417616698.2,n/a,Basic Industries,Military/Government/Technical,31/10/17
SHOO,"Steven Madden, Ltd.",2611843139,1993,Consumer Non-Durables,Shoe Manufacturing,31/10/17
SSFN,Stewardship Financial Corp,83834345.2,n/a,Finance,Major Banks,31/10/17
SYBT,"Stock Yards Bancorp, Inc.",896200152.4,n/a,Finance,Major Banks,31/10/17
